time,irradiance,H_sun,T2m,WS10m,Int,irradianceTotal
20230725:0510,31.68,5.59,10.49,1.59,0,11404.8
20230725:0610,65.61,14.4,11.31,1.03,0,23619.6
20230725:0710,290.52,23.64,13.12,1.24,0,104587.2
20230725:0810,387.04,32.95,14.07,1.66,0,139334.4
20230725:0910,295.31,41.89,14.99,2.14,0,106311.6
20230725:1010,382.35,49.82,15.68,2.62,0,137646
20230725:1110,651.83,55.71,16.18,3.03,0,234658.8
20230725:1210,535.52,58.21,16.74,3.59,0,192787.2
20230725:1310,635.15,56.49,17.32,3.93,0,228654
20230725:1410,195.82,51.15,17.61,4.14,0,70495.2
20230725:1510,603.7,43.52,17.62,4.34,0,217332
20230725:1610,391.91,34.72,17.2,4.34,0,141087.6
20230725:1710,323.19,25.44,16.75,3.86,0,116348.4
20230725:1810,73.79,16.16,16.41,3.1,0,26564.4
20230725:1910,17.2,7.24,16.07,2.69,0,6192
20230725:2010,0,0,15.08,2.34,0,0
20230725:2110,0,0,13.86,2.28,0,0
20230725:2210,0,0,12.85,2.28,0,0
20230725:2310,0,0,12.04,2.14,0,0
20230726:0010,0,0,11.23,2.07,0,0
20230726:0110,0,0,10.57,2,0,0
20230726:0210,0,0,9.94,1.93,0,0
20230726:0310,0,0,9.27,1.72,0,0
20230726:0410,0,0,9.24,1.52,0,0
20230726:0510,30.77,5.42,8.81,1.59,0,11077.2
20230726:0610,84.16,14.23,10.17,1.17,0,30297.6
20230726:0710,295.45,23.48,13.16,1.45,0,106362
20230726:0810,503.88,32.79,14.59,2.48,0,181396.8
20230726:0910,671.91,41.72,15.66,3.03,0,241887.6
20230726:1010,432.21,49.63,16.65,3.52,0,155595.6
20230726:1110,565.91,55.5,17.24,4.21,0,203727.6
20230726:1210,308.59,57.99,17.67,4.62,0,111092.4
20230726:1310,162.71,56.28,17.19,4.41,0,58575.6
20230726:1410,154.19,50.96,16.27,3.45,0,55508.4
20230726:1510,108.79,43.35,15.75,4.34,0,39164.4
20230726:1610,64.33,34.56,15.09,4.76,0,23158.8
20230726:1710,53.92,25.28,15.02,4.83,0,19411.2
20230726:1810,37.84,16,15.21,4.48,0,13622.4
20230726:1910,9.05,7.07,15.39,4.41,0,3258
20230726:2010,0,0,15.67,5.17,0,0
20230726:2110,0,0,15.6,5.66,0,0
20230726:2210,0,0,15.46,5.93,0,0
20230726:2310,0,0,15.38,5.86,0,0
20230727:0010,0,0,15.6,5.93,0,0
20230727:0110,0,0,16.01,5.66,0,0
20230727:0210,0,0,16.28,5.31,0,0
20230727:0310,0,0,16.49,5.17,0,0
20230727:0410,0,0,16.66,4.97,0,0
20230727:0510,20.82,5.24,16.77,4.55,0,7495.2
20230727:0610,35,14.06,16.88,4.28,0,12600
20230727:0710,111.52,23.31,17.21,4.9,0,40147.2
20230727:0810,121.09,32.62,17.53,5.38,0,43592.4
20230727:0910,290.01,41.54,17.94,5.86,0,104403.6
20230727:1010,322.6,49.44,18.19,5.59,0,116136
20230727:1110,327.69,55.29,18.6,5.17,0,117968.4
20230727:1210,488.49,57.77,19.23,4.97,0,175856.4
20230727:1310,400.97,56.07,19.72,5.03,0,144349.2
20230727:1410,517.28,50.77,19.72,5.24,0,186220.8
20230727:1510,521.45,43.17,19.42,5.03,0,187722
20230727:1610,388.79,34.39,19.41,4.83,0,139964.4
20230727:1710,213.86,25.11,19.01,4.48,0,76989.6
20230727:1810,96.85,15.83,18.5,4.28,0,34866
20230727:1910,21.72,6.89,18.04,4.21,0,7819.2
20230727:2010,0,0,17.1,3.72,0,0
20230727:2110,0,0,16.35,3.45,0,0
20230727:2210,0,0,16,3.1,0,0
20230727:2310,0,0,15.76,2.76,0,0
20230728:0010,0,0,15.32,2.41,0,0
20230728:0110,0,0,14.93,2.48,0,0
20230728:0210,0,0,14.62,2.62,0,0
20230728:0310,0,0,14.42,2.62,0,0
20230728:0410,0,0,14.35,2.62,0,0
20230728:0510,19.01,5.06,14.51,2.62,0,6843.6
20230728:0610,92.47,13.89,15.08,3.45,0,33289.2
20230728:0710,170.25,23.14,15.82,3.66,0,61290
20230728:0810,398.9,32.44,16.59,3.86,0,143604
20230728:0910,505.68,41.36,17.04,3.86,0,182044.8
20230728:1010,308.74,49.24,17.45,4.14,0,111146.4
20230728:1110,444.34,55.07,17.96,3.86,0,159962.4
20230728:1210,424.6,57.54,18.73,4.07,0,152856
20230728:1310,559.85,55.85,19.5,4.62,0,201546
20230728:1410,153.25,50.56,19.77,5.17,0,55170
20230728:1510,346.33,42.99,19.49,5.1,0,124678.8
20230728:1610,167.58,34.21,19.22,4.69,0,60328.8
20230728:1710,61.49,24.94,18.71,4.62,0,22136.4
20230728:1810,38.79,15.65,18,3.45,0,13964.4
20230728:1910,32.58,6.71,17.76,4.41,0,11728.8
20230728:2010,0,0,16.97,4.21,0,0
20230728:2110,0,0,16.55,4,0,0
20230728:2210,0,0,16.09,3.86,0,0
20230728:2310,0,0,15.73,3.59,0,0
20230729:0010,0,0,15.29,3.59,0,0
20230729:0110,0,0,14.78,3.66,0,0
20230729:0210,0,0,14.8,3.66,0,0
20230729:0310,0,0,14.77,3.52,0,0
20230729:0410,0,0,14.46,3.72,0,0
20230729:0510,25.34,4.88,13.99,4,0,9122.4
20230729:0610,106.51,13.72,14.12,3.86,0,38343.6
20230729:0710,299.33,22.97,14.83,3.93,0,107758.8
20230729:0810,488,32.27,15.54,4.34,0,175680
20230729:0910,339.77,41.18,16.63,4.9,0,122317.2
20230729:1010,606.83,49.04,16.97,5.24,0,218458.8
20230729:1110,752.53,54.85,17.81,6,0,270910.8
20230729:1210,1051.38,57.31,18.11,6.48,0,378496.8
20230729:1310,912.47,55.62,18.44,6.9,0,328489.2
20230729:1410,578.33,50.36,18.33,6.9,0,208198.8
20230729:1510,714.83,42.8,18.1,7.17,0,257338.8
20230729:1610,550.69,34.03,17.74,7.45,0,198248.4
20230729:1710,327.69,24.76,17.36,7.38,0,117968.4
20230729:1810,137.17,15.47,16.88,6.62,0,49381.2
20230729:1910,38.01,6.53,16.37,5.66,0,13683.6
20230729:2010,0,0,15.51,5.03,0,0
20230729:2110,0,0,15.05,5.03,0,0
20230729:2210,0,0,14.67,5.24,0,0
20230729:2310,0,0,14.48,5.31,0,0
20230730:0010,0,0,14.34,5.24,0,0
20230730:0110,0,0,14.28,5.17,0,0
20230730:0210,0,0,14,5.38,0,0
20230730:0310,0,0,13.93,5.38,0,0
20230730:0410,0,0,13.97,5.38,0,0
20230730:0510,20.82,4.69,13.7,5.45,0,7495.2
20230730:0610,97.16,13.54,13.98,4.41,0,34977.6
20230730:0710,191.56,22.79,15.02,4.97,0,68961.6
20230730:0810,238.72,32.09,16.42,6.55,0,85939.2
20230730:0910,289.35,40.99,17.25,6.07,0,104166
20230730:1010,189.2,48.84,17.56,6.07,0,68112
20230730:1110,154.19,54.63,17.59,5.17,0,55508.4
20230730:1210,189.2,57.07,17.05,5.17,0,68112
20230730:1310,149.46,55.39,16.78,6.62,0,53805.6
20230730:1410,85.14,50.14,16.57,6.69,0,30650.4
20230730:1510,70.95,42.6,16.16,6.55,0,25542
20230730:1610,226.4,33.84,16.11,6.48,0,81504
20230730:1710,99.33,24.58,16.51,6.9,0,35758.8
20230730:1810,35,15.29,16.92,6.48,0,12600
20230730:1910,19.01,6.33,16.95,5.72,0,6843.6
20230730:2010,0,0,16.6,5.66,0,0
20230730:2110,0,0,16.33,5.66,0,0
20230730:2210,0,0,16.26,6,0,0
20230730:2310,0,0,16.37,6.28,0,0
20230731:0010,0,0,16.57,6.48,0,0
20230731:0110,0,0,16.81,6.34,0,0
20230731:0210,0,0,16.94,6.14,0,0
20230731:0310,0,0,16.89,5.93,0,0
20230731:0410,0,0,16.63,5.52,0,0
20230731:0510,3.62,4.5,16.26,5.45,0,1303.2
20230731:0610,68.75,13.36,16.05,5.17,0,24750
20230731:0710,105,22.62,16.58,4.07,0,37800
20230731:0810,108.79,31.91,16.83,4.83,0,39164.4
20230731:0910,131.49,40.8,16.83,4.83,0,47336.4
20230731:1010,295.91,48.63,16.91,5.38,0,106527.6
20230731:1110,149.46,54.4,16.54,5.59,0,53805.6
20230731:1210,157.03,56.83,15.92,5.1,0,56530.8
20230731:1310,117.3,55.16,15.88,6.28,0,42228
20230731:1410,323.65,49.92,15.94,5.79,0,116514
20230731:1510,483.83,42.4,16.96,6.9,0,174178.8
20230731:1610,391.08,33.65,17.58,6.9,0,140788.8
20230731:1710,235.64,24.39,17.24,6.48,0,84830.4
20230731:1810,39.73,15.09,16.71,5.86,0,14302.8
20230731:1910,12.67,6.13,16.09,5.24,0,4561.2
20230731:2010,0,0,15.51,4.83,0,0
20230731:2110,0,0,14.95,4.76,0,0
20230731:2210,0,0,14.6,4.76,0,0
20230731:2310,0,0,14.47,4.97,0,0
20230801:0010,0,0,14.21,4.97,0,0
20230801:0110,0,0,14.13,5.03,0,0
20230801:0210,0,0,13.94,4.83,0,0
20230801:0310,0,0,13.69,4.62,0,0
20230801:0410,0,0,13.48,4.62,0,0
20230801:0510,17.2,4.31,13.18,4.34,0,6192
20230801:0610,99.11,13.17,13.65,4.28,0,35679.6
20230801:0710,219.42,22.44,14.66,5.17,0,78991.2
20230801:0810,422.85,31.73,15.75,5.79,0,152226
20230801:0910,683.12,40.61,16.6,5.93,0,245923.2
20230801:1010,676.89,48.42,17.18,5.72,0,243680.4
20230801:1110,743.96,54.17,17.75,5.72,0,267825.6
20230801:1210,686.68,56.58,17.97,5.93,0,247204.8
20230801:1310,364.03,54.91,17.7,5.72,0,131050.8
20230801:1410,873.44,49.7,17.5,5.45,0,314438.4
20230801:1510,667.56,42.19,17.49,5.31,0,240321.6
20230801:1610,164.76,33.45,17.46,5.24,0,59313.6
20230801:1710,181.18,24.2,17.2,4.55,0,65224.8
20230801:1810,38.79,14.9,16.75,3.31,0,13964.4
20230801:1910,28.96,5.93,16.58,2.28,0,10425.6
20230801:2010,0,0,15.64,2.48,0,0
20230801:2110,0,0,15.32,3.66,0,0
20230801:2210,0,0,15.01,4.21,0,0
20230801:2310,0,0,14.84,4.9,0,0
20230802:0010,0,0,14.97,5.38,0,0
20230802:0110,0,0,15.31,4.83,0,0
20230802:0210,0,0,16.37,5.31,0,0
20230802:0310,0,0,16.78,6.34,0,0
20230802:0410,0,0,16.14,5.86,0,0
20230802:0510,6.34,4.12,15.53,6.41,0,2282.4
20230802:0610,97.35,12.99,14.93,6.48,0,35046
20230802:0710,287.29,22.26,14.78,5.45,0,103424.4
20230802:0810,332.42,31.55,15.21,5.45,0,119671.2
20230802:0910,195.13,40.42,15.65,5.86,0,70246.8
20230802:1010,172.17,48.21,15.56,5.59,0,61981.2
20230802:1110,202.44,53.93,15.29,3.86,0,72878.4
20230802:1210,183.52,56.33,15.67,3.79,0,66067.2
20230802:1310,156.09,54.66,15.96,2.14,0,56192.4
20230802:1410,259.25,49.47,16.65,2.76,0,93330
20230802:1510,401.88,41.97,16.22,4.83,0,144676.8
20230802:1610,399.19,33.25,16.74,4.76,0,143708.4
20230802:1710,160.59,24,17.41,4.69,0,57812.4
20230802:1810,128.6,14.69,17.71,4.55,0,46296
20230802:1910,5.43,5.72,17.07,4,0,1954.8
20230802:2010,0,0,16.26,3.66,0,0
20230802:2110,0,0,16,3.38,0,0
20230802:2210,0,0,15.7,3.31,0,0
20230802:2310,0,0,15.27,3.38,0,0
20230803:0010,0,0,14.95,3.31,0,0
20230803:0110,0,0,14.5,3.1,0,0
20230803:0210,0,0,14.53,2.9,0,0
20230803:0310,0,0,14.51,2.76,0,0
20230803:0410,0,0,14.48,2.62,0,0
20230803:0510,11.77,3.92,14.03,2.41,0,4237.2
20230803:0610,53.92,12.8,14.17,2.28,0,19411.2
20230803:0710,89.87,22.07,15.08,2.41,0,32353.2
20230803:0810,219.06,31.36,15.84,3.24,0,78861.6
20230803:0910,514.74,40.22,16.38,3.1,0,185306.4
20230803:1010,692.56,47.99,17.06,3.1,0,249321.6
20230803:1110,427.26,53.69,17.72,3.24,0,153813.6
20230803:1210,192.03,56.07,18.35,3.31,0,69130.8
20230803:1310,155.14,54.41,18.56,3.1,0,55850.4
20230803:1410,391.1,49.23,17.76,4.41,0,140796
20230803:1510,523.71,41.75,17.12,4.55,0,188535.6
20230803:1610,263.17,33.04,17.34,4.21,0,94741.2
20230803:1710,182.27,23.79,17.38,4.34,0,65617.2
20230803:1810,128.65,14.49,16.97,4.14,0,46314
20230803:1910,30.77,5.51,16.46,3.24,0,11077.2
20230803:2010,0,0,15.57,3.24,0,0
20230803:2110,0,0,14.82,3.24,0,0
20230803:2210,0,0,14.25,3.03,0,0
20230803:2310,0,0,13.89,2.83,0,0
20230804:0010,0,0,13.52,2.76,0,0
20230804:0110,0,0,12.92,2.83,0,0
20230804:0210,0,0,12.85,2.97,0,0
20230804:0310,0,0,12.84,3.1,0,0
20230804:0410,0,0,12.82,3.03,0,0
20230804:0510,8.15,3.72,12.61,2.9,0,2934
20230804:0610,85.15,12.61,12.97,2.76,0,30654
20230804:0710,160.69,21.89,13.9,3.45,0,57848.4
20230804:0810,304.12,31.17,14.67,4.48,0,109483.2
20230804:0910,413.23,40.02,15.2,4.41,0,148762.8
20230804:1010,325.52,47.77,15.71,4.07,0,117187.2
20230804:1110,368.29,53.44,16.32,3.86,0,132584.4
20230804:1210,463.13,55.81,16.55,3.66,0,166726.8
20230804:1310,540.6,54.15,16.85,3.38,0,194616
20230804:1410,395.54,48.99,17.47,3.66,0,142394.4
20230804:1510,318.59,41.53,17.49,3.66,0,114692.4
20230804:1610,240.25,32.82,17.42,3.45,0,86490
20230804:1710,204.04,23.58,17.09,3.24,0,73454.4
20230804:1810,93.97,14.27,16.57,3.03,0,33829.2
20230804:1910,28.96,5.29,15.6,2.97,0,10425.6
20230804:2010,0,0,14.8,3.03,0,0
20230804:2110,0,0,14.13,3.03,0,0
20230804:2210,0,0,13.76,2.55,0,0
20230804:2310,0,0,13.27,1.93,0,0
20230805:0010,0,0,12.76,1.86,0,0
20230805:0110,0,0,12.66,2.34,0,0
20230805:0210,0,0,12.48,2.69,0,0
20230805:0310,0,0,12.47,3.1,0,0
20230805:0410,0,0,12.45,3.66,0,0
20230805:0510,3.62,3.52,12.21,4.48,0,1303.2
20230805:0610,71.54,12.42,12.27,6,0,25754.4
20230805:0710,81.35,21.7,12.94,6.83,0,29286
20230805:0810,119.19,30.98,13.79,6.48,0,42908.4
20230805:0910,280.86,39.82,14.76,4.62,0,101109.6
20230805:1010,436.04,47.55,15.5,4.21,0,156974.4
20230805:1110,290.4,53.2,16.64,3.79,0,104544
20230805:1210,153.25,55.55,17.77,4.07,0,55170
20230805:1310,232.71,53.89,17.86,4.62,0,83775.6
20230805:1410,321.2,48.74,16.11,7.03,0,115632
20230805:1510,114.46,41.3,15.1,8.41,0,41205.6
20230805:1610,123.92,32.6,14.5,8.34,0,44611.2
20230805:1710,112.56,23.36,14.21,7.31,0,40521.6
20230805:1810,105.42,14.05,14.48,6.55,0,37951.2
20230805:1910,19.91,5.06,14.43,5.45,0,7167.6
20230805:2010,0,0,13.91,5.24,0,0
20230805:2110,0,0,13.45,5.24,0,0
20230805:2210,0,0,12.92,5.03,0,0
20230805:2310,0,0,12.34,4.62,0,0
20230806:0010,0,0,11.7,4,0,0
20230806:0110,0,0,11.07,3.45,0,0
20230806:0210,0,0,10.59,3.31,0,0
20230806:0310,0,0,10.36,3.24,0,0
20230806:0410,0,0,10.16,3.1,0,0
20230806:0510,15.39,3.32,10.13,2.97,0,5540.4
20230806:0610,93.71,12.23,10.87,2.76,0,33735.6
20230806:0710,153.42,21.51,12.58,3.66,0,55231.2
20230806:0810,456.18,30.79,13.87,4.41,0,164224.8
20230806:0910,399.58,39.61,14.93,5.1,0,143848.8
20230806:1010,695.32,47.32,15.59,5.24,0,250315.2
20230806:1110,843.95,52.94,16.21,5.24,0,303822
20230806:1210,298.05,55.27,16.83,5.1,0,107298
20230806:1310,563.04,53.62,17.34,5.17,0,202694.4
20230806:1410,481.54,48.49,17.47,5.1,0,173354.4
20230806:1510,236.1,41.06,17.45,4.9,0,84996
20230806:1610,433.92,32.38,17.24,4.62,0,156211.2
20230806:1710,316.04,23.14,17.01,4.34,0,113774.4
20230806:1810,123.31,13.83,16.44,3.52,0,44391.6
20230806:1910,27.15,4.83,15.63,3.72,0,9774
20230806:2010,0,0,14.58,3.24,0,0
20230806:2110,0,0,13.76,2.97,0,0
20230806:2210,0,0,13.12,2.76,0,0
20230806:2310,0,0,12.48,2.55,0,0
20230807:0010,0,0,12.02,2.21,0,0
20230807:0110,0,0,11.33,2,0,0
20230807:0210,0,0,10.71,2.07,0,0
20230807:0310,0,0,10.2,2.07,0,0
20230807:0410,0,0,9.6,1.93,0,0
20230807:0510,15.39,3.11,9.05,2,0,5540.4
20230807:0610,90.3,12.03,9.92,1.45,0,32508
20230807:0710,236.15,21.32,13.26,1.59,0,85014
20230807:0810,489.74,30.59,14.68,2.48,0,176306.4
20230807:0910,693.87,39.4,15.83,3.31,0,249793.2
20230807:1010,568.9,47.09,16.51,3.86,0,204804
20230807:1110,927.73,52.69,17.04,4.07,0,333982.8
20230807:1210,808.93,55,17.47,4.55,0,291214.8
20230807:1310,492.38,53.35,17.11,4.97,0,177256.8
20230807:1410,469.43,48.23,16.67,5.1,0,168994.8
20230807:1510,593.71,40.82,16.85,5.24,0,213735.6
20230807:1610,471.73,32.14,16.49,4.9,0,169822.8
20230807:1710,334.3,22.91,16.2,4.55,0,120348
20230807:1810,122.96,13.6,15.7,3.79,0,44265.6
20230807:1910,25.34,4.59,14.6,3.45,0,9122.4
20230807:2010,0,0,13.44,3.24,0,0
20230807:2110,0,0,12.88,3.1,0,0
20230807:2210,0,0,12.6,2.76,0,0
20230807:2310,0,0,12.21,2.34,0,0
20230808:0010,0,0,11.9,2.14,0,0
20230808:0110,0,0,12.04,2.07,0,0
20230808:0210,0,0,12.25,2.14,0,0
20230808:0310,0,0,12.44,2.14,0,0
20230808:0410,0,0,12.67,2.07,0,0
20230808:0510,3.62,2.91,12.74,2,0,1303.2
20230808:0610,67.46,11.84,13.06,2.14,0,24285.6
20230808:0710,133.07,21.12,13.43,2.55,0,47905.2
20230808:0810,203.76,30.39,13.78,2.69,0,73353.6
20230808:0910,173.11,39.19,14.23,2.76,0,62319.6
20230808:1010,136.22,46.86,14.57,3.03,0,49039.2
20230808:1110,288.97,52.43,15.66,4.34,0,104029.2
20230808:1210,281.59,54.72,16.6,4.14,0,101372.4
20230808:1310,258.07,53.07,17.18,4.28,0,92905.2
20230808:1410,118.25,47.96,17.33,4,0,42570
20230808:1510,285.21,40.57,17.04,3.03,0,102675.6
20230808:1610,210.46,31.91,17.43,4.07,0,75765.6
20230808:1710,150.5,22.68,17.51,4.55,0,54180
20230808:1810,48.24,13.37,17.11,3.79,0,17366.4
20230808:1910,9.05,4.35,16.4,3.17,0,3258
20230808:2010,0,0,16.11,3.03,0,0
20230808:2110,0,0,15.96,3.03,0,0
20230808:2210,0,0,15.88,2.9,0,0
20230808:2310,0,0,15.69,2.48,0,0
20230809:0010,0,0,15.4,2.07,0,0
20230809:0110,0,0,15.24,1.86,0,0
20230809:0210,0,0,14.71,1.59,0,0
20230809:0310,0,0,14.35,1.1,0,0
20230809:0410,0,0,13.93,0.83,0,0
20230809:0510,9.96,2.7,13.59,0.76,0,3585.6
20230809:0610,85.97,11.64,13.61,0.55,0,30949.2
20230809:0710,271.58,20.93,15.14,1.17,0,97768.8
20230809:0810,494.85,30.19,16.31,1.93,0,178146
20230809:0910,692.44,38.98,17.37,2.34,0,249278.4
20230809:1010,869.77,46.62,18.31,2.62,0,313117.2
20230809:1110,943.54,52.16,19.28,2.55,0,339674.4
20230809:1210,964.97,54.44,20.28,2.48,0,347389.2
20230809:1310,955.14,52.78,20.96,2.41,0,343850.4
20230809:1410,855.17,47.69,21.05,2.41,0,307861.2
20230809:1510,723.57,40.32,21.2,2.21,0,260485.2
20230809:1610,524.02,31.66,21.01,1.86,0,188647.2
20230809:1710,314.7,22.44,20.85,1.45,0,113292
20230809:1810,113.27,13.13,20.56,1.1,0,40777.2
20230809:1910,21.72,4.11,20.72,1.17,0,7819.2
20230809:2010,0,0,19.24,1.31,0,0
20230809:2110,0,0,17.67,1.31,0,0
20230809:2210,0,0,16.4,1.59,0,0
20230809:2310,0,0,15.63,1.72,0,0
20230810:0010,0,0,14.98,1.86,0,0
20230810:0110,0,0,14.74,1.86,0,0
20230810:0210,0,0,14.58,1.93,0,0
20230810:0310,0,0,14.37,2.21,0,0
20230810:0410,0,0,14.21,2.41,0,0
20230810:0510,9.96,2.49,13.92,2.41,0,3585.6
20230810:0610,84.38,11.44,14.38,2.48,0,30376.8
20230810:0710,267,20.73,15.82,2.41,0,96120
20230810:0810,508.4,29.99,17.49,2.83,0,183024
20230810:0910,697.72,38.76,19.24,3.66,0,251179.2
20230810:1010,521.84,46.38,20.92,4.62,0,187862.4
20230810:1110,203.39,51.9,22.38,4.55,0,73220.4
20230810:1210,985.89,54.15,23.47,4.55,0,354920.4
20230810:1310,469.5,52.49,24.21,4.69,0,169020
20230810:1410,566.87,47.42,24.6,5.03,0,204073.2
20230810:1510,301.43,40.06,24.21,5.03,0,108514.8
20230810:1610,430.13,31.42,23.73,5.17,0,154846.8
20230810:1710,147.77,22.2,23.03,5.1,0,53197.2
20230810:1810,100.42,12.88,21.97,4.55,0,36151.2
20230810:1910,19.01,3.86,20.37,4.07,0,6843.6
20230810:2010,0,0,19.04,3.93,0,0
20230810:2110,0,0,18.19,4,0,0
20230810:2210,0,0,17.4,3.93,0,0
20230810:2310,0,0,17.15,4.07,0,0
20230811:0010,0,0,17.41,4.14,0,0
20230811:0110,0,0,17.69,4,0,0
20230811:0210,0,0,17.83,3.86,0,0
20230811:0310,0,0,17.72,3.72,0,0
20230811:0410,0,0,17.51,3.59,0,0
20230811:0510,4.53,2.28,17.08,3.17,0,1630.8
20230811:0610,77.87,11.23,17.14,3.1,0,28033.2
20230811:0710,130.38,20.53,17.78,3.79,0,46936.8
20230811:0810,314.59,29.79,18.42,4.76,0,113252.4
20230811:0910,549.57,38.54,19.16,5.03,0,197845.2
20230811:1010,661.89,46.14,19.87,5.1,0,238280.4
20230811:1110,995.51,51.63,20.66,5.24,0,358383.6
20230811:1210,671.37,53.86,21.1,4.97,0,241693.2
20230811:1310,803.49,52.2,21.6,5.1,0,289256.4
20230811:1410,767.32,47.14,21.83,5.31,0,276235.2
20230811:1510,444.37,39.79,21.81,5.17,0,159973.2
20230811:1610,387.36,31.16,21.37,5.1,0,139449.6
20230811:1710,240.93,21.95,20.84,4.69,0,86734.8
20230811:1810,89.98,12.63,20.11,3.86,0,32392.8
20230811:1910,10.86,3.6,19.05,3.45,0,3909.6
20230811:2010,0,0,17.47,3.17,0,0
20230811:2110,0,0,16.46,2.97,0,0
20230811:2210,0,0,15.59,2.97,0,0
20230811:2310,0,0,14.91,2.97,0,0
20230812:0010,0,0,14.39,3.24,0,0
20230812:0110,0,0,14.12,3.52,0,0
20230812:0210,0,0,14.26,3.79,0,0
20230812:0310,0,0,14.28,3.93,0,0
20230812:0410,0,0,14.44,4,0,0
20230812:0510,1.81,2.06,14.71,4.48,0,651.6
20230812:0610,62.75,11.03,15.08,4.76,0,22590
20230812:0710,260.19,20.33,16.06,4.76,0,93668.4
20230812:0810,309.58,29.58,16.67,5.59,0,111448.8
20230812:0910,271.84,38.32,17.82,5.86,0,97862.4
20230812:1010,459.57,45.9,18.62,6.21,0,165445.2
20230812:1110,406.64,51.35,19.02,6.07,0,146390.4
20230812:1210,480.14,53.56,19.78,6.34,0,172850.4
20230812:1310,247.3,51.9,19.07,6.76,0,89028
20230812:1410,739.98,46.86,19.32,6.76,0,266392.8
20230812:1510,378,39.53,19.3,6.76,0,136080
20230812:1610,193.67,30.91,18.61,6.41,0,69721.2
20230812:1710,143.12,21.7,18.4,6.07,0,51523.2
20230812:1810,90.79,12.38,17.98,5.86,0,32684.4
20230812:1910,13.58,3.34,16.95,5.31,0,4888.8
20230812:2010,0,0,16.52,4.76,0,0
20230812:2110,0,0,16.11,4.48,0,0
20230812:2210,0,0,15.81,4.34,0,0
20230812:2310,0,0,15.49,4.21,0,0
20230813:0010,0,0,15.19,4.14,0,0
20230813:0110,0,0,15.07,4,0,0
20230813:0210,0,0,15.06,4,0,0
20230813:0310,0,0,14.91,4.07,0,0
20230813:0410,0,0,14.77,4,0,0
20230813:0510,0.91,1.85,14.66,4,0,327.6
20230813:0610,63.06,10.82,14.6,4,0,22701.6
20230813:0710,178.62,20.13,15.21,4.21,0,64303.2
20230813:0810,247.47,29.37,15.82,4.48,0,89089.2
20230813:0910,552.16,38.1,16.55,5.1,0,198777.6
20230813:1010,363.59,45.65,17.61,5.66,0,130892.4
20230813:1110,708.04,51.07,18.19,6.21,0,254894.4
20230813:1210,459.74,53.26,18.58,6.41,0,165506.4
20230813:1310,183.52,51.6,18.75,6.07,0,66067.2
20230813:1410,150.41,46.57,18.86,5.93,0,54147.6
20230813:1510,343.2,39.25,18.79,5.45,0,123552
20230813:1610,154.42,30.64,18.68,4.69,0,55591.2
20230813:1710,158.62,21.44,18.52,4.21,0,57103.2
20230813:1810,55.34,12.12,18.05,3.66,0,19922.4
20230813:1910,12.67,3.08,16.96,4.14,0,4561.2
20230813:2010,0,0,16.43,3.79,0,0
20230813:2110,0,0,16.17,3.72,0,0
20230813:2210,0,0,16,3.79,0,0
20230813:2310,0,0,15.91,4.28,0,0
20230814:0010,0,0,15.97,4.97,0,0
20230814:0110,0,0,16.05,5.59,0,0
20230814:0210,0,0,15.96,5.79,0,0
20230814:0310,0,0,15.82,5.72,0,0
20230814:0410,0,0,15.77,5.59,0,0
20230814:0510,0.91,1.63,15.63,5.38,0,327.6
20230814:0610,38.79,10.62,15.7,5.24,0,13964.4
20230814:0710,79.46,19.92,16,5.38,0,28605.6
20230814:0810,83.25,29.16,16.68,4.48,0,29970
20230814:0910,110.68,37.88,17.15,5.59,0,39844.8
20230814:1010,92.71,45.4,17.47,6.41,0,33375.6
20230814:1110,165.55,50.79,18.23,5.45,0,59598
20230814:1210,467.22,52.95,19.32,5.59,0,168199.2
20230814:1310,590.63,51.29,20.07,6.21,0,212626.8
20230814:1410,544.72,46.27,19.82,6.55,0,196099.2
20230814:1510,672.78,38.97,18.96,6.55,0,242200.8
20230814:1610,510.51,30.38,18.4,6.34,0,183783.6
20230814:1710,301.05,21.18,17.75,5.86,0,108378
20230814:1810,101.67,11.86,17.06,5.1,0,36601.2
20230814:1910,13.58,2.81,16.74,3.45,0,4888.8
20230814:2010,0,0,15.41,3.17,0,0
20230814:2110,0,0,14.48,3.03,0,0
20230814:2210,0,0,13.81,2.83,0,0
20230814:2310,0,0,13.26,2.55,0,0
20230815:0010,0,0,12.98,2.41,0,0
20230815:0110,0,0,12.6,2.34,0,0
20230815:0210,0,0,12.33,2.28,0,0
20230815:0310,0,0,12.12,2.14,0,0
20230815:0410,0,0,11.97,2.14,0,0
20230815:0510,0.91,1.41,11.72,2.14,0,327.6
20230815:0610,74.15,10.41,12.13,1.86,0,26694
20230815:0710,173.56,19.72,14.98,2.76,0,62481.6
20230815:0810,415.4,28.95,16.24,3.24,0,149544
20230815:0910,449.85,37.65,16.9,3.1,0,161946
20230815:1010,593.16,45.15,18.15,3.17,0,213537.6
20230815:1110,362.13,50.51,18.87,3.38,0,130366.8
20230815:1210,977.26,52.65,19.39,3.79,0,351813.6
20230815:1310,934.25,50.98,19.78,3.86,0,336330
20230815:1410,795.51,45.97,19.93,3.86,0,286383.6
20230815:1510,709.66,38.69,19.97,3.66,0,255477.6
20230815:1610,519.66,30.11,19.71,3.45,0,187077.6
